Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,NPS
ID0326,Jim,2021-01-06,16:17:46,Payment related,Y,Y,44.0,64.0,4.0,,,,,-100
ID0327,Greg,2021-01-06,16:22:05,Payment related,Y,N,97.0,118.0,8.0,,,,,0
ID0328,Jim,2021-01-06,16:22:05,Streaming,Y,Y,47.0,109.0,6.0,,,,,-100
ID0329,Dan,2021-01-06,16:27:50,Streaming,Y,Y,53.0,103.0,6.0,,,,,-100
ID0333,Stewart,2021-01-06,16:39:22,Admin Support,Y,Y,81.0,225.0,6.0,,,,,-100
ID0334,Diane,2021-01-06,16:39:22,Contract related,Y,Y,11.0,34.0,8.0,,,,,0
ID0335,Martha,2021-01-06,17:00:58,Payment related,Y,Y,48.0,53.0,10.0,,,,,100
ID0336,Stewart,2021-01-06,17:00:58,Contract related,Y,Y,37.0,414.0,10.0,,,,,100
ID0337,Martha,2021-01-06,17:19:41,Technical Support,Y,Y,115.0,154.0,8.0,,,,,0
ID0338,Greg,2021-01-06,17:19:41,Payment related,Y,Y,81.0,53.0,8.0,,,,,0
ID0340,Jim,2021-01-06,17:21:07,Admin Support,Y,Y,12.0,192.0,10.0,,,,,100
ID0341,Stewart,2021-01-06,17:22:34,Admin Support,Y,Y,75.0,171.0,6.0,,,,,-100
ID0342,Jim,2021-01-06,17:22:34,Contract related,Y,Y,42.0,77.0,8.0,,,,,0
ID0343,Greg,2021-01-06,17:24:00,Admin Support,Y,Y,96.0,105.0,10.0,,,,,100
ID0344,Stewart,2021-01-06,17:24:00,Payment related,Y,Y,58.0,111.0,10.0,,,,,100
ID0345,Dan,2021-01-07,9:04:19,Contract related,Y,Y,62.0,316.0,10.0,,,,,100
ID0346,Greg,2021-01-07,9:04:19,Payment related,Y,Y,74.0,130.0,10.0,,,,,100
ID0347,Becky,2021-01-07,9:07:12,Technical Support,Y,Y,26.0,70.0,6.0,,,,,-100
ID0349,Joe,2021-01-07,9:20:10,Technical Support,Y,Y,40.0,308.0,4.0,,,,,-100
ID0350,Joe,2021-01-07,9:20:10,Streaming,Y,Y,12.0,294.0,6.0,,,,,-100
ID0351,Joe,2021-01-07,10:14:53,Contract related,Y,Y,114.0,221.0,10.0,,,,,100
ID0352,Becky,2021-01-07,10:14:53,Contract related,Y,Y,85.0,209.0,8.0,,,,,0
ID0353,Diane,2021-01-07,10:23:31,Admin Support,Y,Y,52.0,115.0,10.0,,,,,100
ID0354,Greg,2021-01-07,10:23:31,Streaming,Y,Y,60.0,258.0,6.0,,,,,-100
ID0355,Joe,2021-01-07,10:33:36,Admin Support,Y,Y,76.0,307.0,8.0,,,,,0
ID0358,Joe,2021-01-07,10:48:00,Streaming,Y,Y,25.0,80.0,10.0,,,,,100
ID0359,Greg,2021-01-07,11:36:58,Streaming,Y,Y,37.0,152.0,6.0,,,,,-100
ID0360,Dan,2021-01-07,11:36:58,Admin Support,Y,Y,71.0,341.0,6.0,,,,,-100
ID0361,Jim,2021-01-07,11:42:43,Admin Support,Y,Y,76.0,277.0,2.0,,,,,-100
ID0362,Stewart,2021-01-07,11:42:43,Technical Support,Y,Y,66.0,410.0,6.0,,,,,-100
ID0363,Diane,2021-01-07,11:47:02,Admin Support,Y,Y,72.0,205.0,6.0,,,,,-100
ID0364,Jim,2021-01-07,11:47:02,Admin Support,Y,Y,47.0,397.0,10.0,,,,,100
ID0366,Greg,2021-01-07,12:08:38,Payment related,Y,Y,29.0,171.0,10.0,,,,,100
ID0368,Becky,2021-01-07,12:36:00,Contract related,Y,Y,122.0,100.0,8.0,,,,,0
ID0369,Greg,2021-01-07,12:48:58,Technical Support,Y,Y,52.0,246.0,10.0,,,,,100
ID0370,Martha,2021-01-07,12:48:58,Admin Support,Y,Y,33.0,266.0,8.0,,,,,0
ID0371,Joe,2021-01-07,13:26:24,Payment related,Y,Y,123.0,144.0,6.0,,,,,-100
ID0372,Greg,2021-01-07,13:26:24,Technical Support,Y,Y,23.0,123.0,8.0,,,,,0
ID0374,Stewart,2021-01-07,13:30:43,Admin Support,Y,N,29.0,205.0,10.0,,,,,100
ID0376,Becky,2021-01-07,13:42:14,Streaming,Y,Y,54.0,228.0,10.0,,,,,100
ID0377,Dan,2021-01-07,13:45:07,Streaming,Y,Y,14.0,283.0,8.0,,,,,0
ID0378,Dan,2021-01-07,13:45:07,Payment related,Y,Y,11.0,265.0,6.0,,,,,-100
ID0379,Joe,2021-01-07,14:31:12,Payment related,Y,Y,84.0,299.0,2.0,,,,,-100
ID0380,Martha,2021-01-07,14:31:12,Payment related,Y,Y,21.0,171.0,8.0,,,,,0
ID0381,Martha,2021-01-07,15:53:17,Technical Support,Y,N,81.0,310.0,6.0,,,,,-100
ID0384,Stewart,2021-01-07,16:07:41,Technical Support,Y,Y,84.0,382.0,8.0,,,,,0
ID0385,Martha,2021-01-07,16:29:17,Streaming,Y,Y,118.0,215.0,4.0,,,,,-100
ID0386,Becky,2021-01-07,16:29:17,Technical Support,Y,Y,35.0,375.0,4.0,,,,,-100
ID0387,Dan,2021-01-07,16:40:48,Payment related,Y,Y,82.0,133.0,6.0,,,,,-100
ID0388,Jim,2021-01-07,16:40:48,Streaming,Y,Y,119.0,183.0,8.0,,,,,0
ID0389,Jim,2021-01-07,17:03:50,Contract related,Y,Y,107.0,406.0,4.0,,,,,-100
ID0390,Joe,2021-01-07,17:03:50,Contract related,Y,Y,86.0,42.0,8.0,,,,,0
ID0391,Diane,2021-01-07,17:39:50,Streaming,Y,Y,76.0,83.0,8.0,,,,,0
ID0392,Stewart,2021-01-07,17:39:50,Streaming,Y,N,78.0,187.0,6.0,,,,,-100
ID0393,Jim,2021-01-07,17:47:02,Admin Support,Y,Y,118.0,33.0,6.0,,,,,-100
ID0395,Joe,2021-01-07,17:48:29,Admin Support,Y,Y,47.0,122.0,10.0,,,,,100
ID0396,Diane,2021-01-07,17:48:29,Admin Support,Y,Y,86.0,178.0,4.0,,,,,-100
ID0397,Greg,2021-01-07,17:55:41,Technical Support,Y,Y,76.0,352.0,6.0,,,,,-100
ID0398,Jim,2021-01-07,17:55:41,Payment related,Y,Y,32.0,203.0,8.0,,,,,0
ID0399,Joe,2021-01-08,9:00:00,Admin Support,Y,Y,98.0,213.0,10.0,,,,,100
ID0400,Jim,2021-01-08,9:00:00,Technical Support,Y,Y,86.0,37.0,8.0,,,,,0
ID0401,Diane,2021-01-08,9:24:29,Technical Support,Y,Y,37.0,65.0,6.0,,,,,-100
ID0402,Greg,2021-01-08,9:24:29,Admin Support,Y,Y,15.0,267.0,10.0,,,,,100
ID0403,Diane,2021-01-08,9:47:31,Contract related,Y,Y,114.0,253.0,10.0,,,,,100
ID0407,Martha,2021-01-08,10:42:14,Streaming,Y,N,23.0,136.0,6.0,,,,,-100
ID0409,Joe,2021-01-08,10:49:26,Admin Support,Y,Y,69.0,341.0,6.0,,,,,-100
ID0410,Stewart,2021-01-08,10:49:26,Contract related,Y,Y,15.0,370.0,8.0,,,,,0
ID0411,Becky,2021-01-08,10:49:26,Technical Support,Y,Y,119.0,328.0,6.0,,,,,-100
ID0412,Becky,2021-01-08,10:49:26,Streaming,Y,Y,68.0,317.0,2.0,,,,,-100
ID0413,Diane,2021-01-08,11:00:58,Contract related,Y,Y,115.0,370.0,6.0,,,,,-100
ID0414,Joe,2021-01-08,11:00:58,Contract related,Y,Y,84.0,71.0,10.0,,,,,100
ID0415,Dan,2021-01-08,11:16:48,Contract related,Y,N,59.0,77.0,8.0,,,,,0
ID0416,Diane,2021-01-08,11:16:48,Technical Support,Y,N,112.0,214.0,8.0,,,,,0
ID0418,Dan,2021-01-08,11:16:48,Admin Support,Y,Y,39.0,291.0,6.0,,,,,-100
ID0419,Jim,2021-01-08,12:12:58,Streaming,Y,Y,31.0,395.0,10.0,,,,,100
ID0420,Dan,2021-01-08,12:12:58,Streaming,Y,Y,112.0,221.0,4.0,,,,,-100
ID0421,Greg,2021-01-08,12:14:24,Streaming,Y,Y,49.0,145.0,8.0,,,,,0
ID0422,Greg,2021-01-08,12:14:24,Technical Support,Y,Y,18.0,398.0,6.0,,,,,-100
ID0423,Stewart,2021-01-08,12:38:53,Technical Support,Y,Y,80.0,163.0,8.0,,,,,0
ID0424,Dan,2021-01-08,12:38:53,Admin Support,Y,Y,57.0,153.0,6.0,,,,,-100
ID0426,Diane,2021-01-08,12:48:58,Contract related,Y,N,87.0,378.0,8.0,,,,,0
ID0428,Greg,2021-01-08,13:10:34,Streaming,Y,Y,81.0,356.0,6.0,,,,,-100
ID0430,Jim,2021-01-08,13:10:34,Streaming,Y,Y,47.0,131.0,10.0,,,,,100
ID0431,Joe,2021-01-08,13:17:46,Streaming,Y,Y,57.0,375.0,8.0,,,,,0
ID0433,Joe,2021-01-08,13:43:41,Contract related,Y,Y,104.0,235.0,8.0,,,,,0
ID0434,Becky,2021-01-08,13:43:41,Admin Support,Y,Y,16.0,346.0,6.0,,,,,-100
ID0435,Greg,2021-01-08,15:37:26,Streaming,Y,Y,37.0,253.0,8.0,,,,,0
ID0437,Stewart,2021-01-08,15:43:12,Technical Support,Y,Y,61.0,126.0,8.0,,,,,0
ID0438,Stewart,2021-01-08,15:43:12,Admin Support,Y,N,41.0,190.0,8.0,,,,,0
ID0439,Diane,2021-01-08,15:53:17,Streaming,Y,Y,40.0,81.0,8.0,,,,,0
ID0440,Diane,2021-01-08,15:53:17,Admin Support,Y,Y,55.0,321.0,4.0,,,,,-100
ID0441,Greg,2021-01-08,15:54:43,Admin Support,Y,Y,92.0,53.0,6.0,,,,,-100
ID0442,Dan,2021-01-08,15:54:43,Contract related,Y,Y,118.0,98.0,10.0,,,,,100
ID0443,Dan,2021-01-08,16:37:55,Streaming,Y,Y,82.0,343.0,6.0,,,,,-100
ID0444,Dan,2021-01-08,16:37:55,Streaming,Y,Y,83.0,80.0,6.0,,,,,-100
ID0445,Jim,2021-01-08,18:00:00,Payment related,Y,Y,78.0,313.0,4.0,,,,,-100
ID0446,Diane,2021-01-08,18:00:00,Payment related,Y,N,111.0,314.0,10.0,,,,,100
ID0447,Jim,2021-01-09,9:07:12,Contract related,Y,Y,107.0,322.0,8.0,,,,,0
ID0448,Martha,2021-01-09,9:07:12,Streaming,Y,Y,108.0,243.0,4.0,,,,,-100
ID0449,Greg,2021-01-09,9:24:29,Payment related,Y,Y,97.0,159.0,10.0,,,,,100
ID0450,Dan,2021-01-09,9:24:29,Streaming,Y,Y,31.0,380.0,10.0,,,,,100
ID0451,Martha,2021-01-09,9:34:34,Payment related,Y,Y,20.0,109.0,8.0,,,,,0
ID0452,Jim,2021-01-09,9:34:34,Admin Support,Y,Y,110.0,413.0,6.0,,,,,-100
ID0453,Dan,2021-01-09,10:22:05,Technical Support,Y,Y,86.0,302.0,10.0,,,,,100
ID0454,Becky,2021-01-09,10:22:05,Streaming,Y,Y,77.0,131.0,8.0,,,,,0
ID0455,Diane,2021-01-09,10:29:17,Streaming,Y,Y,119.0,407.0,6.0,,,,,-100
ID0457,Jim,2021-01-09,10:32:10,Technical Support,Y,Y,13.0,186.0,6.0,,,,,-100
ID0458,Stewart,2021-01-09,10:32:10,Payment related,Y,Y,106.0,147.0,10.0,,,,,100
ID0459,Joe,2021-01-09,10:58:05,Payment related,Y,Y,35.0,325.0,6.0,,,,,-100
ID0460,Martha,2021-01-09,10:58:05,Contract related,Y,N,46.0,323.0,6.0,,,,,-100
ID0461,Stewart,2021-01-09,11:05:17,Admin Support,Y,N,24.0,375.0,6.0,,,,,-100
ID0462,Stewart,2021-01-09,11:05:17,Streaming,Y,Y,88.0,393.0,10.0,,,,,100
ID0463,Joe,2021-01-09,11:11:02,Admin Support,Y,Y,81.0,162.0,6.0,,,,,-100
ID0464,Jim,2021-01-09,11:11:02,Payment related,Y,Y,96.0,273.0,6.0,,,,,-100
ID0465,Becky,2021-01-09,11:16:48,Admin Support,Y,Y,46.0,365.0,6.0,,,,,-100
ID0466,Dan,2021-01-09,11:16:48,Contract related,Y,Y,25.0,100.0,8.0,,,,,0
ID0467,Stewart,2021-01-09,11:25:26,Admin Support,Y,Y,81.0,127.0,8.0,,,,,0
ID0469,Dan,2021-01-09,11:48:29,Technical Support,Y,Y,97.0,410.0,2.0,,,,,-100
ID0470,Martha,2021-01-09,11:48:29,Technical Support,Y,Y,116.0,196.0,10.0,,,,,100
ID0473,Becky,2021-01-09,11:48:29,Payment related,Y,Y,87.0,345.0,10.0,,,,,100
ID0474,Dan,2021-01-09,11:48:29,Technical Support,Y,Y,43.0,35.0,8.0,,,,,0
ID0475,Greg,2021-01-09,11:55:41,Contract related,Y,Y,102.0,288.0,6.0,,,,,-100
ID0476,Dan,2021-01-09,11:55:41,Payment related,Y,Y,95.0,349.0,10.0,,,,,100
ID0477,Dan,2021-01-09,12:31:41,Technical Support,Y,Y,108.0,285.0,6.0,,,,,-100
ID0478,Dan,2021-01-09,12:31:41,Admin Support,Y,Y,80.0,131.0,8.0,,,,,0
ID0479,Diane,2021-01-09,12:33:07,Payment related,Y,Y,61.0,36.0,10.0,,,,,100
ID0480,Greg,2021-01-09,12:33:07,Contract related,Y,Y,18.0,305.0,10.0,,,,,100
ID0482,Becky,2021-01-09,12:40:19,Admin Support,Y,N,10.0,54.0,8.0,,,,,0
ID0483,Diane,2021-01-09,12:50:24,Payment related,Y,Y,92.0,145.0,6.0,,,,,-100
ID0485,Becky,2021-01-09,13:03:22,Contract related,Y,Y,120.0,268.0,2.0,,,,,-100
ID0486,Dan,2021-01-09,13:03:22,Technical Support,Y,Y,63.0,299.0,6.0,,,,,-100
ID0488,Joe,2021-01-09,13:39:22,Streaming,Y,Y,101.0,330.0,6.0,,,,,-100
ID0489,Joe,2021-01-09,13:59:31,Payment related,Y,Y,105.0,80.0,2.0,,,,,-100
ID0490,Joe,2021-01-09,13:59:31,Contract related,Y,Y,21.0,98.0,8.0,,,,,0
ID0491,Joe,2021-01-09,14:12:29,Payment related,Y,Y,34.0,310.0,8.0,,,,,0
ID0492,Stewart,2021-01-09,14:12:29,Technical Support,Y,Y,78.0,205.0,2.0,,,,,-100
ID0493,Diane,2021-01-09,14:19:41,Streaming,Y,Y,44.0,174.0,6.0,,,,,-100
ID0494,Joe,2021-01-09,14:19:41,Admin Support,Y,Y,98.0,103.0,2.0,,,,,-100
ID0495,Martha,2021-01-09,14:51:22,Payment related,Y,Y,23.0,203.0,2.0,,,,,-100
ID0496,Stewart,2021-01-09,14:51:22,Admin Support,Y,Y,28.0,380.0,6.0,,,,,-100
ID0498,Martha,2021-01-09,15:43:12,Admin Support,Y,Y,43.0,63.0,10.0,,,,,100
ID0501,Diane,2021-01-09,17:05:17,Payment related,Y,Y,119.0,50.0,8.0,,,,,0
ID0502,Dan,2021-01-09,17:05:17,Payment related,Y,Y,32.0,174.0,10.0,,,,,100
ID0503,Greg,2021-01-09,17:21:07,Streaming,Y,N,50.0,257.0,6.0,,,,,-100
ID0505,Joe,2021-01-09,17:22:34,Payment related,Y,Y,35.0,286.0,8.0,,,,,0
ID0506,Jim,2021-01-09,17:22:34,Contract related,Y,Y,27.0,163.0,6.0,,,,,-100
ID0507,Stewart,2021-01-09,17:24:00,Streaming,Y,Y,121.0,200.0,8.0,,,,,0
ID0508,Becky,2021-01-09,17:24:00,Streaming,Y,Y,42.0,418.0,4.0,,,,,-100
ID0511,Greg,2021-01-09,17:32:38,Payment related,Y,Y,107.0,65.0,10.0,,,,,100
ID0512,Martha,2021-01-09,17:32:38,Streaming,Y,Y,116.0,211.0,8.0,,,,,0
ID0513,Dan,2021-01-09,17:42:43,Technical Support,Y,N,60.0,126.0,6.0,,,,,-100
ID0514,Jim,2021-01-09,17:42:43,Payment related,Y,Y,116.0,278.0,8.0,,,,,0
ID0515,Stewart,2021-01-10,9:00:00,Payment related,Y,Y,19.0,371.0,10.0,,,,,100
ID0516,Martha,2021-01-10,9:00:00,Contract related,Y,Y,75.0,350.0,6.0,,,,,-100
ID0517,Becky,2021-01-10,9:08:38,Admin Support,Y,Y,23.0,48.0,6.0,,,,,-100
ID0518,Diane,2021-01-10,9:08:38,Technical Support,Y,Y,69.0,233.0,6.0,,,,,-100
ID0519,Jim,2021-01-10,10:06:14,Streaming,Y,Y,64.0,263.0,10.0,,,,,100
ID0520,Martha,2021-01-10,10:06:14,Streaming,Y,Y,117.0,203.0,6.0,,,,,-100
ID0521,Jim,2021-01-10,10:35:02,Streaming,Y,Y,12.0,394.0,8.0,,,,,0
ID0522,Diane,2021-01-10,10:35:02,Admin Support,Y,Y,102.0,158.0,8.0,,,,,0
ID0523,Dan,2021-01-10,11:11:02,Technical Support,Y,Y,46.0,392.0,8.0,,,,,0
ID0524,Martha,2021-01-10,11:11:02,Streaming,Y,N,47.0,87.0,8.0,,,,,0
ID0525,Dan,2021-01-10,11:18:14,Streaming,Y,Y,98.0,143.0,8.0,,,,,0
ID0526,Jim,2021-01-10,11:18:14,Contract related,Y,Y,84.0,257.0,8.0,,,,,0
ID0527,Greg,2021-01-10,11:29:46,Streaming,Y,Y,12.0,133.0,6.0,,,,,-100
ID0528,Greg,2021-01-10,11:29:46,Payment related,Y,Y,88.0,206.0,8.0,,,,,0
ID0529,Stewart,2021-01-10,11:31:12,Contract related,Y,Y,97.0,353.0,2.0,,,,,-100
ID0530,Joe,2021-01-10,11:31:12,Admin Support,Y,Y,51.0,356.0,6.0,,,,,-100
ID0532,Dan,2021-01-10,11:47:02,Streaming,Y,Y,106.0,157.0,8.0,,,,,0
ID0533,Diane,2021-01-10,12:27:22,Admin Support,Y,Y,34.0,232.0,8.0,,,,,0
ID0535,Dan,2021-01-10,12:33:07,Technical Support,Y,Y,51.0,333.0,6.0,,,,,-100
ID0536,Greg,2021-01-10,12:33:07,Technical Support,Y,Y,74.0,294.0,8.0,,,,,0
ID0537,Greg,2021-01-10,12:56:10,Contract related,Y,Y,29.0,76.0,6.0,,,,,-100
ID0538,Martha,2021-01-10,12:56:10,Admin Support,Y,Y,123.0,375.0,6.0,,,,,-100
ID0539,Becky,2021-01-10,13:13:26,Contract related,Y,Y,100.0,41.0,8.0,,,,,0
ID0540,Dan,2021-01-10,13:13:26,Streaming,Y,Y,43.0,413.0,6.0,,,,,-100
ID0541,Becky,2021-01-10,13:48:00,Technical Support,Y,Y,24.0,269.0,8.0,,,,,0
ID0542,Jim,2021-01-10,13:48:00,Streaming,Y,Y,78.0,374.0,8.0,,,,,0
ID0543,Joe,2021-01-10,13:52:19,Payment related,Y,Y,28.0,367.0,10.0,,,,,100
ID0544,Joe,2021-01-10,13:52:19,Admin Support,Y,Y,36.0,88.0,6.0,,,,,-100
ID0546,Jim,2021-01-10,14:09:36,Payment related,Y,Y,10.0,272.0,4.0,,,,,-100
ID0547,Dan,2021-01-10,14:16:48,Streaming,Y,Y,43.0,402.0,6.0,,,,,-100
ID0548,Stewart,2021-01-10,14:16:48,Technical Support,Y,Y,19.0,38.0,6.0,,,,,-100
ID0549,Diane,2021-01-10,14:25:26,Admin Support,Y,Y,74.0,394.0,6.0,,,,,-100
ID0550,Jim,2021-01-10,14:25:26,Streaming,Y,Y,71.0,245.0,2.0,,,,,-100
ID0551,Joe,2021-01-10,14:32:38,Admin Support,Y,Y,117.0,376.0,10.0,,,,,100
ID0552,Joe,2021-01-10,14:32:38,Contract related,Y,Y,61.0,301.0,6.0,,,,,-100
ID0553,Joe,2021-01-10,14:58:34,Contract related,Y,Y,118.0,200.0,6.0,,,,,-100
ID0554,Martha,2021-01-10,14:58:34,Admin Support,Y,Y,87.0,258.0,8.0,,,,,0
ID0555,Diane,2021-01-10,15:56:10,Payment related,Y,Y,48.0,66.0,8.0,,,,,0
ID0556,Joe,2021-01-10,15:56:10,Contract related,Y,Y,112.0,134.0,2.0,,,,,-100
ID0557,Stewart,2021-01-10,16:00:29,Contract related,Y,Y,99.0,164.0,10.0,,,,,100
ID0558,Becky,2021-01-10,16:00:29,Technical Support,Y,Y,103.0,176.0,8.0,,,,,0
ID0559,Joe,2021-01-10,16:37:55,Payment related,Y,Y,102.0,38.0,10.0,,,,,100
ID0560,Joe,2021-01-10,16:37:55,Payment related,Y,Y,74.0,416.0,10.0,,,,,100
ID0561,Greg,2021-01-10,16:37:55,Payment related,Y,Y,28.0,89.0,2.0,,,,,-100
ID0562,Joe,2021-01-10,16:37:55,Contract related,Y,Y,64.0,153.0,8.0,,,,,0
ID0564,Becky,2021-01-10,16:42:14,Payment related,Y,Y,81.0,396.0,8.0,,,,,0
ID0565,Becky,2021-01-10,16:58:05,Streaming,Y,Y,121.0,64.0,6.0,,,,,-100
ID0566,Joe,2021-01-10,16:58:05,Technical Support,Y,Y,117.0,171.0,8.0,,,,,0
ID0567,Diane,2021-01-10,17:24:00,Payment related,Y,Y,55.0,254.0,8.0,,,,,0
ID0569,Becky,2021-01-10,17:25:26,Streaming,Y,Y,79.0,150.0,6.0,,,,,-100
ID0570,Martha,2021-01-10,17:25:26,Technical Support,Y,Y,120.0,129.0,2.0,,,,,-100
ID0571,Stewart,2021-01-10,17:31:12,Contract related,Y,Y,50.0,161.0,4.0,,,,,-100
ID0572,Martha,2021-01-10,17:31:12,Admin Support,Y,N,15.0,183.0,2.0,,,,,-100
ID0573,Dan,2021-01-10,17:35:31,Streaming,Y,Y,10.0,298.0,6.0,,,,,-100
ID0574,Greg,2021-01-10,17:35:31,Technical Support,Y,Y,110.0,254.0,6.0,,,,,-100
ID0575,Greg,2021-01-10,17:39:50,Payment related,Y,Y,69.0,47.0,6.0,,,,,-100
ID0576,Jim,2021-01-10,17:39:50,Contract related,Y,N,122.0,168.0,2.0,,,,,-100
ID0577,Diane,2021-01-10,17:48:29,Contract related,Y,Y,47.0,58.0,6.0,,,,,-100
ID0578,Greg,2021-01-10,17:48:29,Technical Support,Y,N,124.0,406.0,10.0,,,,,100
ID0579,Martha,2021-01-11,9:30:14,Streaming,Y,Y,92.0,121.0,6.0,,,,,-100
ID0580,Becky,2021-01-11,9:30:14,Payment related,Y,Y,110.0,332.0,4.0,,,,,-100
ID0581,Stewart,2021-01-11,9:37:26,Streaming,Y,Y,84.0,145.0,8.0,,,,,0
ID0583,Diane,2021-01-11,9:38:53,Admin Support,Y,Y,81.0,261.0,10.0,,,,,100
ID0584,Greg,2021-01-11,9:38:53,Payment related,Y,Y,116.0,129.0,8.0,,,,,0
ID0586,Joe,2021-01-11,9:38:53,Streaming,Y,Y,63.0,249.0,6.0,,,,,-100
ID0588,Joe,2021-01-11,9:48:58,Streaming,Y,Y,30.0,271.0,6.0,,,,,-100
ID0589,Diane,2021-01-11,10:04:48,Admin Support,Y,Y,22.0,342.0,6.0,,,,,-100
ID0590,Stewart,2021-01-11,10:04:48,Technical Support,Y,Y,31.0,320.0,6.0,,,,,-100
ID0591,Diane,2021-01-11,10:13:26,Payment related,Y,Y,47.0,152.0,6.0,,,,,-100
ID0592,Dan,2021-01-11,10:13:26,Technical Support,Y,Y,88.0,274.0,6.0,,,,,-100
ID0593,Martha,2021-01-11,10:20:38,Streaming,Y,Y,106.0,219.0,8.0,,,,,0
ID0594,Diane,2021-01-11,10:20:38,Payment related,Y,Y,70.0,87.0,10.0,,,,,100
ID0595,Martha,2021-01-11,10:26:24,Payment related,Y,Y,77.0,337.0,6.0,,,,,-100
ID0596,Joe,2021-01-11,10:26:24,Streaming,Y,Y,82.0,401.0,6.0,,,,,-100
ID0597,Greg,2021-01-11,10:32:10,Contract related,Y,Y,84.0,285.0,6.0,,,,,-100
ID0598,Martha,2021-01-11,10:32:10,Technical Support,Y,Y,50.0,366.0,8.0,,,,,0
ID0600,Becky,2021-01-11,11:05:17,Contract related,Y,Y,73.0,45.0,6.0,,,,,-100
ID0601,Greg,2021-01-11,11:28:19,Contract related,Y,Y,79.0,324.0,6.0,,,,,-100
ID0602,Dan,2021-01-11,11:28:19,Contract related,Y,Y,124.0,238.0,10.0,,,,,100
ID0604,Becky,2021-01-11,11:29:46,Technical Support,Y,N,75.0,213.0,8.0,,,,,0
ID0605,Becky,2021-01-11,11:36:58,Technical Support,Y,Y,34.0,271.0,6.0,,,,,-100
ID0607,Stewart,2021-01-11,11:47:02,Streaming,Y,Y,116.0,236.0,6.0,,,,,-100
ID0608,Dan,2021-01-11,11:47:02,Payment related,Y,Y,20.0,33.0,6.0,,,,,-100
ID0609,Jim,2021-01-11,12:10:05,Streaming,Y,Y,105.0,398.0,2.0,,,,,-100
ID0610,Diane,2021-01-11,12:10:05,Payment related,Y,Y,25.0,53.0,6.0,,,,,-100
ID0611,Diane,2021-01-11,12:20:10,Payment related,Y,Y,16.0,382.0,8.0,,,,,0
ID0612,Martha,2021-01-11,12:20:10,Contract related,Y,Y,64.0,160.0,8.0,,,,,0
ID0613,Stewart,2021-01-11,12:24:29,Admin Support,Y,Y,82.0,411.0,6.0,,,,,-100
ID0614,Dan,2021-01-11,12:24:29,Streaming,Y,Y,13.0,129.0,10.0,,,,,100
ID0615,Jim,2021-01-11,12:43:12,Contract related,Y,Y,15.0,45.0,10.0,,,,,100
ID0616,Greg,2021-01-11,12:43:12,Contract related,Y,Y,42.0,368.0,4.0,,,,,-100
ID0618,Martha,2021-01-11,12:43:12,Payment related,Y,Y,32.0,341.0,6.0,,,,,-100
ID0619,Dan,2021-01-11,12:57:36,Payment related,Y,Y,75.0,250.0,6.0,,,,,-100
ID0620,Stewart,2021-01-11,12:57:36,Contract related,Y,N,123.0,170.0,6.0,,,,,-100
ID0621,Stewart,2021-01-11,13:19:12,Streaming,Y,Y,22.0,327.0,10.0,,,,,100
ID0622,Greg,2021-01-11,13:19:12,Technical Support,Y,Y,21.0,118.0,4.0,,,,,-100
ID0623,Greg,2021-01-11,13:55:12,Streaming,Y,Y,15.0,370.0,8.0,,,,,0
ID0624,Diane,2021-01-11,13:55:12,Streaming,Y,Y,76.0,235.0,8.0,,,,,0
ID0625,Joe,2021-01-11,14:09:36,Admin Support,Y,Y,92.0,319.0,6.0,,,,,-100
ID0628,Becky,2021-01-11,14:13:55,Payment related,Y,N,62.0,239.0,8.0,,,,,0
ID0629,Joe,2021-01-11,14:19:41,Admin Support,Y,Y,33.0,298.0,6.0,,,,,-100
ID0630,Stewart,2021-01-11,14:19:41,Admin Support,Y,Y,122.0,119.0,2.0,,,,,-100
ID0631,Stewart,2021-01-11,14:24:00,Streaming,Y,N,47.0,275.0,2.0,,,,,-100
ID0635,Stewart,2021-01-11,14:28:19,Streaming,Y,Y,44.0,39.0,8.0,,,,,0
ID0636,Martha,2021-01-11,14:28:19,Contract related,Y,Y,48.0,281.0,6.0,,,,,-100
ID0637,Martha,2021-01-11,14:32:38,Admin Support,Y,Y,60.0,59.0,6.0,,,,,-100
ID0639,Jim,2021-01-11,14:57:07,Technical Support,Y,Y,120.0,201.0,4.0,,,,,-100
ID0640,Stewart,2021-01-11,14:57:07,Admin Support,Y,Y,61.0,266.0,4.0,,,,,-100
ID0641,Greg,2021-01-11,15:12:58,Technical Support,Y,Y,103.0,385.0,8.0,,,,,0
ID0643,Jim,2021-01-11,15:37:26,Payment related,Y,Y,32.0,181.0,4.0,,,,,-100
ID0645,Jim,2021-01-11,15:59:02,Technical Support,Y,Y,53.0,277.0,2.0,,,,,-100
ID0646,Diane,2021-01-11,15:59:02,Streaming,Y,Y,40.0,176.0,10.0,,,,,100
ID0647,Stewart,2021-01-11,16:17:46,Contract related,Y,N,58.0,194.0,6.0,,,,,-100
ID0648,Stewart,2021-01-11,16:17:46,Technical Support,Y,Y,92.0,147.0,4.0,,,,,-100
ID0650,Dan,2021-01-11,16:43:41,Streaming,Y,Y,124.0,49.0,10.0,,,,,100
